price,type_local,surface_bati,surface_terrain,date,nb_pieces,type_local_1234
77800.0,Appartement,27.0,1.0,69,1,1
228750.0,Appartement,68.0,1.0,66,3,1
67500.0,Appartement,45.0,1.0,86,2,1
420250.0,Maison,111.0,1.0,87,5,4
77000.0,Appartement,118.0,1.0,84,4,1
97000.0,Local industriel. commercial ou assimilé,49.0,1.0,85,0,3
245000.0,Appartement,91.0,1.0,97,4,1
150000.0,Local industriel. commercial ou assimilé,52.0,1.0,91,0,3
321000.0,Appartement,98.0,1.0,90,4,1
108550.0,Appartement,46.0,1.0,98,2,1
280000.0,Appartement,85.0,1.0,90,4,1
38020.0,Appartement,19.0,1.0,93,1,1
252700.0,Appartement,94.0,1.0,97,3,1
146000.0,Appartement,51.0,1.0,85,2,1
132000.0,Appartement,60.0,1.0,84,2,1
90000.0,Appartement,42.0,1.0,106,2,1
135000.0,Appartement,89.0,1.0,98,4,1
282000.0,Dépendance,0.0,324.0,93,0,2
282000.0,Maison,92.0,324.0,93,4,4
163400.0,Appartement,83.0,1.0,101,3,1
190000.0,Appartement,90.0,1.0,97,4,1
235000.0,Appartement,96.0,1.0,106,6,1
181900.0,Local industriel. commercial ou assimilé,13.0,1.0,100,0,3
181900.0,Appartement,54.0,1.0,100,2,1
102000.0,Appartement,62.0,1.0,99,4,1
265000.0,Appartement,120.0,1.0,105,3,1
287500.0,Appartement,92.0,1.0,99,4,1
159100.0,Appartement,43.0,1.0,105,2,1
155000.0,Appartement,83.0,1.0,92,4,1
66000.0,Appartement,50.0,1.0,83,3,1
151385.0,Appartement,50.0,1.0,90,2,1
117800.0,Appartement,58.0,1.0,90,3,1
78000.0,Appartement,70.0,1.0,87,4,1
78000.0,Appartement,55.0,1.0,87,3,1
60000.0,Appartement,25.0,1.0,76,2,1
70000.0,Appartement,70.0,1.0,80,4,1
320000.0,Local industriel. commercial ou assimilé,114.0,1.0,87,0,3
185000.0,Appartement,102.0,1.0,99,4,1
159950.0,Appartement,61.0,1.0,105,4,1
227250.0,Appartement,78.0,1.0,98,5,1
239227.0,Appartement,77.0,1.0,94,4,1
76400.0,Appartement,28.0,1.0,105,1,1
155000.0,Appartement,49.0,1.0,98,2,1
140840.0,Appartement,68.0,1.0,91,3,1
137000.0,Appartement,56.0,1.0,91,1,1
142350.0,Appartement,38.0,1.0,87,2,1
148820.0,Appartement,45.0,1.0,94,2,1
66430.0,Local industriel. commercial ou assimilé,49.0,1.0,97,0,3
110000.0,Appartement,53.0,1.0,106,3,1
210000.0,Appartement,33.0,1.0,105,1,1
210000.0,Appartement,35.0,1.0,105,1,1
80500.0,Appartement,17.0,1.0,106,1,1
119000.0,Appartement,89.0,1.0,93,4,1
75000.0,Appartement,21.0,1.0,106,1,1
78900.0,Appartement,59.0,1.0,108,3,1
73000.0,Appartement,25.0,1.0,107,1,1
270000.0,Appartement,22.0,1.0,104,1,1
270000.0,Appartement,84.0,1.0,104,3,1
85000.0,Appartement,22.0,1.0,108,1,1
95500.0,Appartement,62.0,1.0,84,4,1
248556.0,Appartement,67.0,1.0,84,3,1
65000.0,Appartement,22.0,1.0,98,1,1
168800.0,Appartement,200.0,1.0,105,7,1
128200.0,Appartement,73.0,1.0,98,4,1
95000.0,Appartement,47.0,1.0,91,3,1
330000.0,Appartement,129.0,1.0,94,5,1
205000.0,Appartement,76.0,1.0,94,4,1
119500.0,Local industriel. commercial ou assimilé,736.0,1.0,92,0,3
62260.0,Appartement,75.0,1.0,83,3,1
110000.0,Appartement,82.0,1.0,87,4,1
80000.0,Local industriel. commercial ou assimilé,53.0,1.0,92,0,3
90500.0,Appartement,46.0,1.0,112,2,1
80000.0,Appartement,30.0,1.0,104,1,1
295000.0,Appartement,81.0,1.0,104,4,1
60000.0,Appartement,51.0,1.0,86,3,1
120000.0,Appartement,53.0,1.0,108,3,1
177000.0,Appartement,55.0,1.0,104,3,1
101770.0,Appartement,28.0,1.0,86,2,1
48000.0,Appartement,21.0,1.0,113,1,1
251600.0,Appartement,73.0,1.0,104,3,1
354000.0,Appartement,56.0,1.0,107,3,1
87000.0,Appartement,22.0,1.0,113,1,1
135400.0,Appartement,82.0,1.0,106,4,1
164000.0,Appartement,63.0,1.0,93,3,1
184750.0,Appartement,85.0,1.0,107,4,1
60800.0,Appartement,72.0,1.0,108,3,1
67900.0,Local industriel. commercial ou assimilé,20.0,1.0,83,0,3
80023.0,Local industriel. commercial ou assimilé,20.0,1.0,83,0,3
75000.0,Appartement,84.0,1.0,100,5,1
179000.0,Appartement,66.0,1.0,100,3,1
53000.0,Appartement,20.0,1.0,100,1,1
35000.0,Appartement,38.0,1.0,94,2,1
558445.0,Maison,122.0,464.0,107,5,4
137190.0,Appartement,45.0,1.0,93,2,1
191900.0,Appartement,81.0,1.0,105,5,1
285700.0,Appartement,84.0,1.0,107,3,1
130000.0,Appartement,48.0,1.0,104,1,1
260000.0,Appartement,76.0,1.0,84,3,1
72000.0,Appartement,58.0,1.0,91,3,1
305000.0,Appartement,90.0,1.0,97,4,1
226850.0,Appartement,71.0,1.0,90,4,1
106010.0,Appartement,39.0,1.0,115,2,1
82500.0,Appartement,61.0,1.0,91,4,1
280000.0,Appartement,135.0,1.0,93,5,1
169000.0,Appartement,59.0,1.0,113,2,1
160000.0,Appartement,97.0,1.0,98,4,1
220000.0,Dépendance,0.0,326.0,112,0,2
220000.0,Maison,67.0,326.0,112,3,4
192000.0,Appartement,87.0,1.0,101,4,1
100000.0,Appartement,37.0,1.0,100,2,1
140200.0,Appartement,55.0,1.0,94,3,1
68000.0,Appartement,18.0,1.0,90,1,1
105300.0,Appartement,29.0,1.0,94,2,1
52500.0,Appartement,28.0,1.0,94,1,1
103600.0,Appartement,57.0,1.0,97,3,1
64000.0,Appartement,20.0,1.0,90,1,1
52000.0,Appartement,29.0,1.0,90,1,1
318000.0,Appartement,120.0,1.0,114,5,1
350000.0,Appartement,81.0,1.0,113,4,1
298000.0,Appartement,72.0,1.0,97,4,1
154400.0,Appartement,84.0,1.0,115,4,1
120000.0,Appartement,50.0,1.0,106,3,1
192000.0,Appartement,108.0,1.0,107,5,1
164000.0,Appartement,160.0,1.0,106,6,1
75000.0,Appartement,43.0,1.0,106,2,1
47025.0,Appartement,39.0,1.0,106,2,1
280900.0,Appartement,120.0,1.0,100,5,1
169000.0,Appartement,78.0,1.0,115,3,1
116500.0,Appartement,70.0,1.0,93,4,1
260000.0,Appartement,85.0,1.0,98,3,1
128000.0,Appartement,71.0,1.0,112,2,1
35000.0,Local industriel. commercial ou assimilé,24.0,1.0,91,0,3
120000.0,Appartement,48.0,1.0,97,2,1
240000.0,Maison,146.0,155.0,94,5,4
208150.0,Appartement,49.0,1.0,115,2,1
105000.0,Appartement,86.0,1.0,101,4,1
185800.0,Appartement,78.0,1.0,99,2,1
105000.0,Appartement,52.0,1.0,94,3,1
59000.0,Local industriel. commercial ou assimilé,44.0,1.0,112,0,3
188250.0,Appartement,82.0,1.0,112,4,1
230000.0,Dépendance,0.0,415.0,104,0,2
230000.0,Dépendance,0.0,415.0,104,0,2
230000.0,Maison,75.0,415.0,104,3,4
230000.0,Dépendance,0.0,415.0,104,0,2
440000.0,Dépendance,0.0,112.0,99,0,2
440000.0,Appartement,180.0,112.0,99,4,1
440000.0,Dépendance,0.0,112.0,99,0,2
132950.0,Appartement,69.0,1.0,118,3,1
208200.0,Appartement,68.0,1.0,112,3,1
330000.0,Appartement,166.0,1.0,112,4,1
183200.0,Appartement,54.0,1.0,100,3,1
173300.0,Appartement,68.0,1.0,98,3,1
180000.0,Appartement,73.0,1.0,118,3,1
118750.0,Appartement,60.0,1.0,97,3,1
114661.0,Appartement,53.0,1.0,99,3,1
81000.0,Appartement,50.0,1.0,105,3,1
160000.0,Local industriel. commercial ou assimilé,82.0,1.0,105,0,3
58350.0,Appartement,18.0,1.0,106,1,1
110000.0,Appartement,16.0,1.0,112,1,1
110000.0,Appartement,16.0,1.0,112,1,1
245000.0,Appartement,83.0,1.0,113,3,1
90000.0,Appartement,41.0,1.0,93,1,1
133000.0,Local industriel. commercial ou assimilé,70.0,1.0,113,0,3
234000.0,Local industriel. commercial ou assimilé,80.0,85.0,104,0,3
93500.0,Appartement,63.0,1.0,122,3,1
87000.0,Appartement,55.0,1.0,112,2,1
127650.0,Appartement,67.0,1.0,104,4,1
184150.0,Appartement,47.0,1.0,114,2,1
449000.0,Appartement,101.0,1.0,100,4,1
135500.0,Appartement,49.0,1.0,101,3,1
94050.0,Appartement,44.0,1.0,114,2,1
90000.0,Appartement,35.0,1.0,112,1,1
82000.0,Appartement,29.0,1.0,119,1,1
100000.0,Appartement,61.0,1.0,97,3,1
191800.0,Appartement,80.0,1.0,118,3,1
479000.0,Maison,68.0,270.0,108,3,4
118000.0,Appartement,60.0,1.0,101,2,1
115890.0,Appartement,64.0,1.0,115,3,1
250000.0,Appartement,63.0,1.0,112,3,1
112485.0,Local industriel. commercial ou assimilé,12.0,1.0,108,0,3
112485.0,Appartement,30.0,1.0,108,1,1
